25 100
13
1 30
2 1 781746
3 488293 38899
2 4 990418
3 437525 5
3 990493 2
2 4 437525
2 9 780929
2 518 431165
2 2 437579
3 52250 9
2 65167 -1
2 10 541478
2 3 52250
2 8 990334
2 5 52253
2 8 990342
2 3 990350
2 60723 -1
2 10 990353
3 769732 9638
3 437579 2
3 781638 7
2 8 939923
2 1 52258
3 734448 3
2 4 990363
2 5 781638
3 999953 7
3 769487 1
2 4 999951
2 2 437579
2 2 781643
3 784435 4
3 999465 8
3 79768 4
2 8 999465
2 8 939931
3 975066 3
3 780914 1
2 3 734448
2 6 939939
2 10 939945
2 6 939955
2 5 784435
3 975073 3
2 1 437529
3 990379 9
2 4 79768
3 974906 9
2 4 999955
2 3 975066
2 5 990379
3 999960 3
2 6 939961
2 9 939967
3 999974 3
3 769585 3
2 10 431683
2 517 733391
2 10 431693
2 6 431703
2 1 769487
2 4 990384
2 9 431709
2 21623 488293
2 2 939976
2 3 769585
2 6 431718
2 5 431724
3 437553 5
2 8 431729
2 5 437553
2 6 431737
2 2 990493
3 784459 8
2 10 431743
3 784519 9
2 9 784519
2 3 975073
3 784417 1
3 999836 5
3 784315 7
2 1 780914
2 3628 769732
3 80001 2359
2 47162 -1
2 11430 509916
3 79577 1
2 8 784459
2 5 999836
2 23214 284652
2 4 999959
3 784450 7
3 971270 3
3 990459 5
2 6582 307866
2 10 431753
2 3 971270
3 975048 10
3 769566 2
2 1 79577
2 33415 -1
2 10 975048
3 784596 1
2 15846 314448
2 20360 -1
2 3 999973
2 10 431763
2 2 769566
3 999717 6
2 2 999675
2 9 431773
2 10 431782
2 1 781768
2 10 431792
2 9 52010
2 6 999717
2 6 784315
2 20981 -1
2 2 999778
3 79855 7
3 779208 -1
3 784062 5
2 4 431802
2 9 52019
3 91469 -1
2 7 79855
3 784484 6
3 971253 10
2 8 971253
3 550478 -1
2 7 784450
3 541392 10
3 783953 8
2 7 784484
2 9 541392
3 669579 12034
3 962425 2
2 3 784062
2 8 783953
2 9 52028
2 4304 521346
3 437219 9
3 781285 8
2 2 784065
2 17752 -1
2 8 781285
3 68726 1
2 10 52037
2 33 52047
2 9 437219
2 6 52080
2 1 68726
3 939986 11996
2 5 990459
2 4 52086
2 2 962425
2 4 52090
3 780972 6
2 8 52094
3 784165 4
2 2 971261
2 6 780972
2 10 52102
3 52242 8
3 784154 1
2 37045 -1
3 79989 4
2 9 52112
2 2 999805
2 5 52242
3 79847 2
3 79395 6
2 9 52121
2 2 79847
3 80000 1
2 9 52130
2 7 52139
2 1 541401
2 10 52146
2 4 79989
2 22067 -1
2 5 79395
2 7477 939986
3 999617 7
2 29968 -1
2 10 52156
3 79506 2
3 999455 10
2 8 999455
2 7 999617
3 437441 1
2 7 52166
2 16724 -1
2 17505 -1
2 2 79506
3 437499 4
2 6 52173
2 4 437499
2 8 52179
3 769544 6
3 82535 3
2 2 999463
2 7 52187
2 5 769544
2 4 784165
2 5074 773360
3 79892 2
2 5 52194
2 7 52199
2 3 52247
2 6 52206
3 990482 6
2 5 990482
3 52416 2
3 962457 1
2 7 52212
2 9 52219
2 1 79400
2 17003 -1
2 3 82535
3 781059 8
2 10 911409
2 10 911419
2 8 52228
2 2 52416
2 6 781059
2 9 911429
2 18978 -1
3 781263 8
3 999955 4
2 10 911438
2 2 79892
2 6 781263
2 1 437441
2 8 911448
2 4 999955
3 962367 3
2 7 911456
2 3925 947463
2 23888 -1
2 4 911463
2 4748 669579
2 8 911467
2 7133 674327
2 10 681460
2 3 962367
3 431806 10
2 1 769549
2 4431 -1
2 3 431806
2 2 781065
3 769572 3
2 2 781269
2 4888 -1
3 784193 3
3 79561 7
3 769452 3
2 3431 -1
3 938690 -1
2 3 769452
2 7 79561
2 5 431809
2 6 681470
3 82421 2
2 7903 -1
2 2 82421
3 769696 2
2 4 681476
2 3 769572
2 4 681480
2 7 681484
3 990363 4
2 7 681491
3 769137 2
3 781166 5
2 272 911475
2 9 911747
2 3 784193
3 79568 9
3 781701 6
2 8 79568
2 6 781701
3 734431 7
2 8 681498
2 10042 -1
2 5 781166
3 437539 4
3 79483 8
3 769361 9
2 7 734431
3 999446 5
2 3 437539
2 8 79483
2 3 911756
2 5149 -1
3 541478 10
3 541556 10
2 9 769361
2 1 79576
2 6 541478
2 6 541556
2 5 990363
3 784117 7
2 7 784117
2 2 431814
2 4 541484
2 8 681506
3 999941 5
2 7 681514
2 1 437542
2 2 769137
2 1 783981
2 10 681521
3 769544 5
2 4 541562
2 8992 -1
2 6 681531
3 784528 4
2 6 681537
2 4 784528
2 4 769544
2 5753 -1
2 10 681543
3 734749 7
2 7047 -1
2 10 681553
2 6 734749
3 993203 6
2 8 681563
3 781076 9
2 3 999446
2 6 993203
2 6 781076
3 437202 7
2 4 999941
2 3 781082
3 22 5
3 993295 7
2 10 681571
2 3 22
3 993324 1
2 5 437202
3 437407 7
2 2 25
3 781791 10
2 3 437407
2 10 781791
2 7 993295
2 5 681581
3 68662 1
2 4350 -1
3 962442 5
3 999770 5
2 5 962442
2 7773 -1
3 79832 1
2 1 68662
3 999481 2
3 82473 7
3 82394 3
2 2 437207
3 82448 4
2 7 82473
2 10 681586
2 1 79832
3 68662 1
3 990435 2
2 8 681596
3 784538 7
2 9 681604
2 2 769696
2 4768 -1
2 3 82394
2 2324 80000
2 5 999770
3 431156 9
3 79674 8
2 6 784538
2 7 79674
2 1 68662
2 3 82448
2 9 431156
2 10 82324
3 79746 7
2 10 82334
2 5 79746
2 2 79751
2 10 82344
3 781067 9
2 7 781067
2 9 330294
2 2 781074
2 6 82354
3 999873 5
2 6 999872
2 7959 -1
2 2668 -1
2 9 330303
2 9 330312
3 437258 7
2 2 990435
2 7 437258
2 6623 -1
3 534810 6340
2 6 330321
2 3 437410
2 7 330327
2 4 330334
2 4 330338
2 9 330342
2 3 330351
2 10632 -1
2 13288 -1
2 4 330354
2 1 79681
2 5 330358
2 14370 -1
2 3 330363
2 5 330366
2 4 330371
3 437519 6
2 5 437519
2 3 330375
2 10 330378
3 18 1
2 6 330388
2 4 330394
3 79814 6
3 781263 6
2 2 999449
2 9 330398
2 2 999481
2 3 79814
3 79395 5
3 79920 3
2 6 781263
2 10307 -1
2 9 330407
3 999886 5
3 990350 3
2 8 330416
3 784019 2
2 9 330424
2 7 330433
3 420188 827
2 4 79395
3 769421 5
2 6 330440
3 769332 9
3 962480 2
3 990379 5
3 781377 7
2 9 769332
3 999463 2
3 783990 5
2 5 769421
3 82523 2
2 9 330446
3 781746 1
3 781360 6
2 10986 -1
2 2 82523
3 939939 6
2 4 783990
2 3 79817
2 6 781360
2 3 79920
3 993310 2
2 6 939939
3 999910 6
3 769449 3
2 4 990379
3 52385 2
2 16372 -1
2 8549 -1
2 10 330455
2 6 781377
2 11930 -1
3 437352 10
3 769608 2
2 4 999886
2 7 999908
2 10 437352
2 6 330465
3 734644 4
2 7546 -1
2 6 330471
2 6 330477
2 4 734644
2 4 330483
2 4 330487
2 4 330491
2 10 330495
2 2 52385
2 8 330505
2 9 330513
2 10 330522
3 962433 9
2 10 330532
2 5 962433
3 733391 517
3 52156 10
2 4 962438
2 8 52156
2 1 18
3 541562 4
3 769724 5
2 6 330542
3 784611 2
2 6 330548
2 2 52164
2 2 769608
2 5 769724
2 10 330554
2 8420 -1
3 769434 3
3 437362 4
2 10 330564
2 5 330574
2 5 330579
2 4 437362
2 5 330584
3 79850 5
2 8 330589
2 8 330597
2 12535 -1
3 79989 4
3 68721 2
2 5 79850
3 437207 2
3 431718 6
2 6 431718
3 52418 10
3 79777 10
2 8 52418
2 8 79777
2 10 330605
2 9 330615
2 2 52426
3 999946 5
2 6 999945
2 1 79399
2 9 330624
2 3 769434
2 9 330633
2 5 330642
3 990418 4
3 734452 4
2 10 996859
2 10 996869
3 769492 10
2 7 330647
2 4 79989
3 999841 7
2 12722 -1
2 4 541562
2 3 769449
2 9 769492
3 818030 -1
2 10 996879
3 611362 8
2 10 996889
2 8 611362
2 7 999841
2 2 68721
2 7 996899
2 9 996906
3 82454 5
2 6 996915
2 3 990350
2 7 996921
2 4956 534810
2 9 996928
3 999465 8
2 6 999463
2 6 996937
3 999533 6
2 5140 -1
2 1 82451
3 968160 1908
2 8 996943
2 9 996951
3 999693 4
2 2 79785
3 993325 3534
3 784378 9
2 6816 -1
2 10 996960
2 9 784378
2 2759 968160
3 769633 2
2 8 996970
2 11667 -1
2 1729 993324
2 9 996978
2 5 82454
2 6 999533
2 9 996987
3 962397 8
3 79561 7
2 5 79561
2 3 734452
2 7 962397
3 79794 2
3 769568 3
2 7 996996
3 781475 3
3 911756 3
2 3 769568
3 781683 9
2 4 911756
2 7 781683
3 769611 4
3 996970 8
3 999814 2
2 10 997003
2 8 996970
3 52387 5
3 993230 3
2 10 997013
3 330584 5
3 437434 4
2 8910 -1
2 7 997023
2 3 781475
2 3846 -1
3 681543 10
2 4 437434
2 2 79566
3 437596 4192
2 1 437413
3 46990 5
2 1175 973640
3 769488 3
3 431104 6
3 781470 5
2 12738 -1
2 5 46990
2 4 769611
3 781113 7
2 10 681543
2 4 990418
2 8 974815
2 9182 -1
3 784196 6
3 52369 5
2 4 999469
3 999885 1
2 4 999693
2 6 431104
3 962479 1
3 79832 1
3 82393 1
2 3 769488
3 734661 5
2 9 974823
2 4384 -1
2 9026 -1
3 781008 7
2 7967 -1
3 781348 2
3 769396 10
2 3 962479
2 7 781008
2 2 79794
2 6 784196
3 431814 2
2 1 79832
3 33 3
2 8541 -1
2 5 52369
2 3 33
2 10609 -1
2 4 52387
3 330334 4
3 781276 9
2 1 52391
2 6 781113
2 7 781276
2 4 330334
3 681581 5
2 1 82393
2 12799 -1
2 2 431814
2 6 769396
2 8 974832
2 9 974840
2 6 974849
2 14583 -1
3 784013 6
2 1 437524
2 5120 -1
2 10 974855
2 4 769402
2 4 330584
2 3 993230
3 962354 7
2 4 681581
2 4 734661
3 993214 6
3 974941 10
2 8 784012
3 784169 6
2 1 330588
2 8746 -1
2 4748 -1
2 5 781470
2 14177 -1
2 11848 -1
3 769693 3
3 990350 3
3 962361 1
2 6 784169
2 742 420188
2 2 437207
3 781436 4
2 10 974941
2 1 681585
3 971268 2
2 3 769693
2 7 962354
3 79474 9
2 9 79474
2 12736 -1
2 14823 -1
3 769492 9
2 4 781436
2 1 734455
2 5 993214
3 781360 6
2 11613 -1
2 6 781360
2 2159 437596
2 3 990350
2 9625 -1
3 52028 9
2 5968 -1
3 783990 4
2 4 783990
2 9 52028
2 2 769633
3 999785 3
2 1 734665
2 3690 -1
2 2 781283
2 6 769492
2 9 974865
3 769660 7
2 1 734755
2 5882 -1
2 5 769660
3 79941 6
2 8 974874
2 12191 -1
3 999807 7
2 6 79941
2 8 999807
2 8598 -1
2 11885 -1
3 52334 2
3 734462 1
2 3 999785
2 1 734462
3 999419 5
2 4 769498
2 4 999419
3 993235 5
2 9 974882
2 3 993235
2 1 769548
2 1130 877596
2 3 974891
3 368448 -1
3 784202 1
2 7 974894
2 8 974901
2 485 951388
2 10900 -1
2 1156 539766
2 4 974909
2 9389 -1
2 10 420930
3 784169 6
2 2 52334
2 5593 -1
3 68633 1
3 515132 -1
2 8138 -1
2 3 784169
2 7 420940
2 6 420947
2 4 420953
2 8 420957
3 52374 5
3 939978 6
2 9 420965
3 781377 6
2 7 781377
2 4371 -1
2 6 939978
2 1 68633
2 4 52374
3 781156 9
2 9 781156
2 9 420974
2 6 420983
2 8 420989
2 2 769665
2 2686 -1
2 4 420997
2 6444 -1
2 3 784172
3 999529 4
2 1 52378
3 784021 9
3 52228 8
3 769549 1
2 3027 -1
3 971287 7
3 993304 3
2 3 993304
2 4 999528
2 7 971287
2 3 52228
3 975038 10
3 784128 5
2 9 784020
3 725788 -1
2 10 975038
3 975013 9
3 996921 7
2 7 996921
2 6 975013
2 1 769549
2 10 421001
2 4 421011
2 9 951873
2 9 951882
2 9 951891
2 3 975019
3 541425 10
3 330548 6
2 7972 -1
2 8149 -1
2 9826 -1
2 8 541425
2 7 951900
2 7 951907
3 781583 1
2 3813 -1
2 7787 -1
2 9 951914
2 3 52231
2 1 781119
2 1 781583
2 10 951923
2 5 784128
3 951923 10
2 3 330548
3 52173 6
2 5 52173
2 2 52234
2 3 330551
3 784533 4
3 781782 9
2 2 541433
2 9 781782
2 8 951923
2 9 951931
2 7 951940
2 8 951947
2 1 52178
2 6 951955
3 879019 6
2 9792 -1
2 5 879019
2 3 784533
2 1 781746
2 5 951961
2 10 951966
3 82334 10
3 79833 7
2 1 783994
2 9 82334
2 3739 -1
3 999649 6
2 2 781348
2 8 997030
2 1 82343
2 6 951976
2 6 999649
3 734511 1
2 7 79833
3 769642 5
2 1 734511
2 9 997038
2 4 769642
2 5 997047
2 5 997052
3 769710 6
2 4994 -1
2 2 781690
3 974891 3
2 4269 -1
3 784147 7
3 977310 -1
2 8817 -1
3 783961 7
2 9 997057
2 9 997066
2 8 784147
2 2 784611
2 10 997075
3 52179 8
2 8 52179
2 1 769646
2 4332 -1
3 52269 5
2 8 997085
2 8676 -1
3 947463 3925
3 990200 -1
3 784065 2
2 1 784029
2 1 784202
2 10 997093
2 6 769710
2 2 784065
3 769315 8
2 8 769315
2 10 997103
3 999392 5
2 6 783961
2 1107 724914
2 6 997113
2 5 52269
2 8 997119
2 9 997127
2 4097 -1
2 7 997136
2 232 878726
2 6819 -1
2 10 878958
2 1 783967
2 2649 947463
2 2911 -1
2 5 999392
2 6 997143
2 5 997149
3 68646 5
2 2 971268
3 734613 6
2 8 997154
2 3 974891
2 9 997162
2 1731 995053
3 999553 8
2 8 999553
3 997597 10
2 6707 -1
3 784537 1
3 431120 6
2 2 784536
2 3 68646
2 9 997597
3 951882 9
2 845 778434
3 724914 1107
2 10 997171
3 541478 6
2 1 784212
3 734648 4
2 4729 -1
2 3 734648
2 1 734651
3 46990 5
2 5 46990
2 10 997181
2 4 431120
2 5 541478
2 6 734613
2 5 951882
2 6 997191
2 1 541483
2 5 997197
2 7 997202
2 8 997209
3 781602 7
2 4 951887
3 769281 9
2 8 769281
3 939019 -1
2 10 997217
2 1 769289
2 4021 -1
2 3 781602
2 5 996784
3 784133 2
2 9 996789
2 8 996798
2 8 996806
2 4390 -1
2 1 784321
2 3013 -1
2 4 781605
2 6196 -1
2 1 784417
2 6 996814
3 975022 6
2 9 996820
2 7 996829
3 999795 3
3 784476 4
3 781701 6
2 7801 -1
2 6 781701
2 1 784544
3 999431 6
3 951873 9
2 10 996836
3 79483 8
2 3 999795
2 9 951873
2 4 784476
3 79930 1
3 734619 7
2 4705 -1
3 781366 3
3 784471 5
2 8 79483
2 1372 724914
2 3337 -1
3 781134 6
2 196 540922
2 2072 -1
2 8 996846
2 2 68649
2 4000 -1
2 8 541118
2 3 781366
2 1 79930
2 9 541126
3 781486 8
2 6159 -1
2 6 781134
2 6393 -1
2 7 734619
2 7 781486
2 4 784471
2 4 996854
3 52247 3
3 993259 5
2 4 975022
2 9 541135
2 2 431124
2 6 541144
2 9 779279
2 1 781493
3 734671 5
3 783967 1
3 784328 10
2 2246 -1
3 781683 7
2 1 783967
2 10 784328
2 1 784475
2 3 52247
2 9 779288
2 5 734671
2 10 779297
2 8 779307
2 4 993259
3 52199 7
2 10 779315
2 9 779325
3 911794 25048
3 76909 -1
3 781430 6
2 10 779334
2 9 779344
3 783981 1
3 997003 10
3 999886 4
3 330554 10
3 79439 7
2 1 783981
2 5 781430
2 10 330554
3 82391 2
2 9 997003
3 611353 9
2 4 999431
2 2 82391
3 993268 4
2 3 993268
2 5 999885
3 420989 8
2 653 733391
3 962405 1
2 11855 911794
3 36 1
2 10 779353
3 734648 3
2 1736 439755
2 2 784133
3 734626 9
2 10 726286
2 2 962404
2 6 52199
2 4 79439
3 79703 4
2 7 779363
2 9 611353
3 314448 15846
2 8 420989
2 10 726296
2 8 734626
2 10 726306
2 10 726316
3 79937 2
2 1 36
2 7 781683
2 21157 -1
2 10 726326
2 8227 923649
2 9 726336
2 10 726345
3 769156 9
2 19650 -1
2 22160 -1
2 4868 931876
2 289 441491
3 784378 9
2 3 79443
2 3 734648
2 7 441780
2 1 52205
2 9 769156
2 12830 314448
2 1 441787
2 10 726355
3 761381 -1
2 10 726365
2 7 784378
2 1 734634
3 68634 5
2 2 79937
3 46997 5013
3 46990 5
2 8 726375
2 3 79703
3 734567 2
2 2 734567
2 8 726383
2 1 79706
2 5 46990
2 9 726391
2 8 936744
2 5 68634
3 330294 9
2 10 936752
3 781753 1
2 2680 327278
2 68 936762
2 10 936830
2 3 726400
2 6 970919
3 421001 10
3 781156 9
3 541135 9
2 7448 -1
2 7 541135
2 7 781156
2 8134 -1
2 4 726403
3 769665 2
3 769402 4
3 82539 4
2 4 82539
2 6688 -1
2 3515 46997
2 7 421001
2 6 970925
3 421001 7
2 2 541142
2 3 769402
2 2 769665
3 769534 9
3 734766 25845
2 8 769534
2 6 421001
2 2 781163
2 8 970931
2 22117 734766
2 2 784385
2 2453 756883
2 4486 -1
2 3 421007
2 6 970939
2 4 970945
2 7 970949
2 8 970956
2 2 936840
3 29 4
2 8 970964
2 2 974913
3 781186 8
2 9 970972
3 784247 10
3 330551 3
2 3 330551
2 1 421010
2 6 781186
3 82437 1
2 4 29
2 2 781192
3 431826 9
2 8 431826
2 4 784247
2 3 784251
3 939961 6
2 9 970981
2 6 939961
3 441788 25656
2 2 975026
3 999589 3
3 769549 1
2 8 970990
2 4 970998
2 3 784254
2 9477 441788
2 4 971002
2 1 82437
2 6 971006
2 4 971012
3 437219 9
2 7 437219
2 6 971016
3 781534 5
2 8 971022
2 9 971030
3 68704 9
2 1 431834
3 82423 7
3 769308 7
2 9 68704
2 17317 -1
2 1 769405
2 8 971039
3 726286 10
3 541566 8
2 3 999589
2 8 541566
2 7 82423
2 6 769308
3 79566 2
2 4 781534
2 4 726286
2 10 971047
2 529 759336
3 437152 6
2 7275 451265
2 6 437152
2 5 726290
3 784385 2
3 939824 10
2 8 939824
2 10 971057
2 6 971067
2 8 971073
2 4468 458540
2 10 971081
2 3 971091
2 2 79566
2 2 437226
3 330551 3
2 4541 -1
3 22 3
2 8 971094
2 5 971102
2 9 971107
2 6 971116
3 999897 5
2 2 784385
2 5979 -1
2 4202 463008
2 2309 -1
2 6 999897
2 8 971122
2 9 971130
3 437342 10
2 6 437342
2 5 971139
3 769487 1
3 769585 3
2 5 971144
2 9 971149
3 769388 8
3 990495 5
3 784169 3
2 5 990495
2 10 971158
3 79400 1
3 431124 2
2 2 431124
2 5 769388
2 4971 -1
2 9 971168
3 784117 7
2 4 437348
2 4 784117
2 3 22
3 79979 10
2 8 79979
2 4581 -1
2 2 79987
2 5 971177
2 10 971182
2 3 330551
2 5 971192
3 82448 3
2 5 467210
3 734711 3
2 1 79400
3 781643 2
3 878726 232
2 9 467215
2 6 467224
3 996814 6
3 939939 6
2 8 467230
3 420965 9
2 1 726295
2 4 971197
3 437565 4
2 2956 -1
2 2 781643
3 971168 9
2 1354 50512
2 9 420965
3 971201 6
2 140 51866
2 2 939832
2 9 971168
3 52231 3
2 10 467238
2 1 769314
2 3430 -1
2 3 52231
2 3 82448
2 4612 -1
3 734500 6
3 863233 14363
2 12793 863233
3 784418 7
2 7 784418
2 2 993238
2 8 467248
3 999469 4
2 2358 -1
2 268 734044
2 3767 -1
2 4 52006
2 8 734312
2 1221 950112
3 734651 1
3 781673 10
3 734562 5
2 4715 -1
2 4 437565
2 10 781673
3 781557 5
2 3 734711
3 413185 -1
2 10 951333
2 133 467256
2 1 734651
2 10 951343
2 96 878726
2 2 993263
2 3 769393
2 1079 525650
2 7 951353
3 999553 8
3 79772 5
2 9 951360
3 999764 4
2 3 769585
2 912 876026
2 3 784121
3 878527 -1
3 769491 1
2 9 951369
2 8 999553
3 780958 4
2 9 951378
2 1 769487
2 2 993310
3 769668 6
2 1732 -1
2 373 526729
2 7 467389
3 681596 8
2 244 329958
2 915 -1
3 52231 3
2 4 780958
2 5 79772
2 6 734500
2 10 467396
2 488 876938
2 5 734562
2 2 999435
2 4 999469
3 784417 1
2 7 681596
2 2 999864
3 82484 1
2 1022 -1
2 1333 -1
3 887444 -1
2 10 467406
2 489 759865
3 431802 4
2 6 769668
3 993307 3
2 7 467416
2 5 781557
2 3 52231
3 962419 2
2 7 467423
2 3 784169
2 2 962419
2 554 -1
3 681581 4
2 390 -1
3 951873 9
2 3 993307
2 760 -1
3 769406 9
3 784243 3
2 6 939939
2 452 -1
2 7 769406
3 236791 -1
3 82543 1
3 521346 4304
2 5 971201
2 1612 521346
3 52253 5
2 9 951873
3 52336 10
2 7 52336
2 9 467430
2 5 52253
2 7 734320
2 3 52343
2 3 784243
3 669579 4748
2 4515 669579
2 1 82484
2 3178 -1
3 876938 488
3 951923 8
3 990422 9
2 1913 522958
2 6 996814
2 7 951923
2 1 82543
3 437214 5
2 6 990422
2 3 990428
2 7 734327
2 1538 -1
2 1482 -1
3 939984 2
2 1 681603
3 769437 3
2 5 437214
2 6 734334
2 8 734340
2 6 734348
2 2 769413
2 3 769437
2 3 431802
2 1193 -1
2 6 734354
2 1125 -1
2 1151 -1
2 7 734360
3 999561 4
3 781276 7
2 2 939984
2 4 681581
3 990488 5
2 5 467439
2 207 674094
3 780920 9
2 7 781276
2 7 780920
2 8 734367
3 769582 3
2 7 674301
2 8 674308
3 734569 5
2 10 674316
2 6 990487
2 9 527102
2 3 769582
2 2 780927
2 8 527111
3 783961 6
2 6 783961
2 3 734375
3 769642 4
2 1829 -1
2 2 999926
2 7 527119
2 10 527126
2 6 527136
2 4 769642
2 6 527142
2 6 527148
3 437465 6
3 769300 8
2 1013 -1
2 4 999561
2 3 999764
3 52410 6
2 1 431805
2 4 734569
3 79474 9
2 7 769300
3 999463 6
2 245 760354
2 7 79474
2 9 760599
2 5 52410
2 8 527154
3 769126 5
2 2 79481
2 1 52415
2 9 527162
3 999372 10
3 939923 8
3 962354 7
2 791 -1
2 9 999372
3 68656 6
2 1097 -1
2 3 760608
2 10 527171
2 781 -1
3 784385 2
2 9 527181
3 939769 9
2 10 330202
3 779279 9
2 6 68656
2 9 779279
3 52297 8
3 726336 9
3 769548 1
3 330483 4
3 769534 8
2 6 437465
2 1 674326
2 1458 -1
2 1 734378
2 10 330212
2 1 734573
3 734469 1
3 681491 7
3 962339 10
2 8 52297
2 4 330483
2 2 527190
3 769349 6
2 1370 -1
3 951388 485
3 951887 4
2 4 951887
3 971251 2
2 276 951387
2 2 769548
2 5 769126
3 993307 3
2 6 769349
2 8 939923
3 458540 4468
2 3 993307
2 1 734469
2 2 784385
2 2679 458540
3 769560 2
3 769698 5
2 4 769698
2 8 962354
3 999770 5
2 8 726336
2 303 876938
2 2368 -1
2 3 999463
2 5 999770
2 10 962339
3 892353 -1
2 4 681491
2 3 681495
2 10 330222
2 2 769560
2 9 769534
2 5 939769
2 3 999466
2 2 971251
2 4 939774
2 7 330232
2 6 330239
3 239344 -1
2 9 330245
3 999736 7
2 1612 461219
3 3 1
2 8 330254
2 1242 -1
3 330522 10
2 10 330522
2 5 999736
2 1 3
2 2 999741
2 8 330262
2 7 330270
2 8 330277
2 5 330285
2 3 330290
2 1492 -1
2 6 330293
2 4 330299
2 6 878822
2 5 878828
3 781470 5
3 541478 5
3 781754 6
2 1 726344
3 611343 2
2 716 524871
2 6 781753
2 8 525587
2 8 525595
3 975058 8
2 2 611343
3 79840 6
2 5 541478
2 8 975058
2 1 769307
2 7 525603
3 997085 8
2 655 -1
2 4 781470
2 9 525610
3 993324 1729
2 8 997085
3 330654 66523
2 8 525619
2 6 79840
2 9204 330654
2 9 525627
3 993214 5
2 3 993214
2 5 525636
2 5 525641
2 4 525646
3 46789 11
2 2 999966
2 7 46789
3 939913 10
2 9 939913
2 10 878833
2 6 878843
2 1 769491
3 437410 3
2 1 769702
2 9 878849
2 5 878858
2 4 46796
2 2 999998
2 6 878863
2 19040 339858
2 6 878869
2 8 878875
2 38296 -1
2 3 437410
2 6 878883
2 2 993217
3 993307 3
2 7 878889
2 2 993307
2 6 878896
2 7 878902
3 437098 10
2 9 437098
2 9 878909
2 3 878918
3 437553 5
3 68639 7
3 330375 3
3 784484 7
3 993259 4
3 82471 2
3 999571 3
3 314448 12830
2 3 330375
2 4 993259
3 82394 3
3 993217 2
2 1 437107
2 5 437553
2 6 68639
3 330293 6
3 437366 10
2 8 437366
2 6 330293
2 7 784484
2 46874 -1
2 26890 358898
2 6 878921
2 3 82394
2 25457 -1
2 2 82471
3 784613 1
2 5 878927
2 9 878932
2 10 878941
2 8 462831
2 4 878951
3 975007 6
2 4 975007
3 997066 9
3 525587 8
2 10 462839
2 19813 -1
2 4220 385788
3 939806 8
3 999807 8
2 8 525587
3 876026 912
2 2 437374
2 14883 -1
2 3 878955
2 7 939806
2 8 997066
2 8 999807
2 10 462849
3 784165 4
3 971107 9
2 2 784613
2 5 971107
2 1 68645
2 5874 390008
2 5 462859
2 3 993217
2 2 975011
2 7 462864
2 10 462871
2 7 462881
2 2 999571
2 8 462888
2 1 781435
3 781525 9
3 420940 7
2 2833 314448
2 5 420940
2 1 781474
2 5823 317281
2 3071 323104
3 911429 9
2 9 781525
2 4 784165
3 999770 5
3 997149 5
2 2490 -1
2 2 420945
2 2931 -1
2 2 971112
2 700 876026
2 9 911429
3 781320 10
3 79973 6
2 9 781320
2 8 462896
3 437569 5
2 1110 395882
2 2 971114
2 7 462904
2 361 326175
2 4 437569
2 1376 993324
2 7 462911
2 5 997149
2 3 79973
3 999455 8
3 975037 1
3 52391 1
2 364 326536
3 784186 7
2 1 52391
2 1629 -1
2 10 462918
2 1 437573
3 734542 1
3 769139 10
3 781493 1
2 7 784186
3 541483 1
2 2 79976
3 769646 1
2 5 999770
3 726375 8
2 2 726375
2 1 79978
2 4 726377
2 37 462928
3 999481 2
2 3 999455
3 330371 4
2 5 999458
2 3 330371
2 9 769139
2 617 -1
2 5 462965
2 9 462970
3 279697 4955
3 82448 3
2 4618 279697
2 9 462979
2 514 -1
2 9 462988
2 6 462997
2 1417 -1
3 681491 4
2 4 681491
2 6 396992
2 1817 -1
2 696 -1
2 2 726381
3 984194 -1
2 5 463003
3 993265 3
3 52006 4
2 456 -1
3 878955 3
2 9 396998
2 10 397007
2 7 397017
2 2 999481
3 781525 9
2 2 82448
2 3 878955
2 6 781525
2 8 397024
2 1 82450
2 9 397032
3 781539 3
3 781043 6
2 749 -1
2 2 781531
3 329958 244
2 912 -1
2 1 330374
2 8 397041
3 784285 2
2 385 -1
3 79973 3
3 658995 -1
3 997209 8
2 1 541483
2 4 52006
3 781440 8
2 2 784285
2 9 397049
2 1 734542
2 1 769148
2 9 397058
2 3 79973
3 681563 8
2 3 993265
3 784246 1
3 999864 2
2 9 397067
2 7 681563
2 3 781538
2 3 781043
2 925 -1
2 1 681570
2 4 781440
3 330597 8
2 1694 -1
2 8 330597
2 5 997209
2 4 781444
2 4 397076
2 9 397080
2 8 397089
2 1 769646
3 996906 9
2 5 996906
2 1 781329
2 1 781493
3 878896 6
2 9 397097
2 3 781046
2 10 397106
2 9 397116
2 1 781533
2 5 878896
2 4 996911
2 5 397125
2 5 397130
3 997162 9
3 82510 1
2 3 997214
2 1129 -1
2 2 999864
2 9 997162
3 769518 10
3 52102 10
3 330232 7
3 52334 2
2 1984 -1
2 395 -1
3 769642 4
2 1209 -1
2 558 -1
2 5 330232
3 462871 10
2 10 52102
2 5 462871
2 9 769518
2 1699 -1
3 999861 3
2 4 769642
2 5 462876
2 4 397135
2 10 397139
3 962460 4
2 976 -1
2 2 52334
2 6 397149
2 4 962460
2 5 397155
2 3 999861
2 583 -1
3 962419 2
3 939878 8
3 990379 4
3 990500 2696
3 330605 10
2 3376 -1
3 769615 4
2 8 939878
2 4096 -1
2 10 330605
2 6 397160
